ENLIGHTEN Version,4.1.6
Measurement ID,,,20250529-091533-473472-WP-02208,20250529-091709-177739-WP-02208
376,897.44,1596.32,1179.00,1392.00
377,897.71,1599.69,1217.00,1367.00
378,897.98,1603.06,1202.00,1373.00
379,898.26,1606.43,1205.00,1414.00
380,898.53,1609.80,1202.00,1388.00
381,898.80,1613.17,1183.00,1390.00
382,899.07,1616.53,1181.00,1365.00
383,899.34,1619.89,1193.00,1379.00
384,899.61,1623.25,1171.00,1357.00
385,899.89,1626.60,1188.00,1380.00
386,900.16,1629.96,1187.00,1359.00
387,900.43,1633.31,1172.00,1358.00
388,900.70,1636.66,1164.00,1335.00
389,900.97,1640.00,1173.00,1332.00
390,901.24,1643.35,1114.00,1340.00
391,901.52,1646.69,1143.00,1321.00
392,901.79,1650.03,1141.00,1346.00
393,902.06,1653.36,1143.00,1312.00
394,902.33,1656.70,1142.00,1327.00
395,902.60,1660.03,1126.00,1315.00
396,902.87,1663.36,1154.00,1323.00
397,903.14,1666.69,1156.00,1333.00
398,903.41,1670.01,1154.00,1338.00
399,903.69,1673.33,1132.00,1346.00
400,903.96,1676.65,1163.00,1338.00
401,904.23,1679.97,1157.00,1322.00
402,904.50,1683.28,1145.00,1333.00
403,904.77,1686.60,1128.00,1317.00
404,905.04,1689.91,1143.00,1350.00
405,905.31,1693.21,1128.00,1316.00
406,905.58,1696.52,1113.00,1310.00
407,905.85,1699.82,1139.00,1329.00
408,906.13,1703.12,1117.00,1324.00
409,906.40,1706.42,1107.00,1280.00
410,906.67,1709.72,1115.00,1288.00
411,906.94,1713.01,1090.00,1285.00
412,907.21,1716.30,1091.00,1255.00
413,907.48,1719.59,1094.00,1267.00
414,907.75,1722.87,1094.00,1270.00
415,908.02,1726.16,1113.00,1287.00
416,908.29,1729.44,1105.00,1299.00
417,908.56,1732.72,1076.00,1275.00
418,908.83,1735.99,1103.00,1270.00
419,909.10,1739.27,1096.00,1276.00
420,909.37,1742.54,1109.00,1287.00
421,909.64,1745.81,1095.00,1285.00
422,909.91,1749.08,1096.00,1276.00
423,910.18,1752.34,1113.00,1284.00
424,910.46,1755.60,1084.00,1251.00
425,910.73,1758.86,1096.00,1253.00
426,911.00,1762.12,1080.00,1253.00
427,911.27,1765.37,1073.00,1261.00
428,911.54,1768.63,1101.00,1257.00
429,911.81,1771.88,1071.00,1228.00
430,912.08,1775.12,1056.00,1234.00
431,912.35,1778.37,1068.00,1216.00
432,912.62,1781.61,1082.00,1245.00
433,912.89,1784.85,1050.00,1224.00
434,913.16,1788.09,1082.00,1244.00
435,913.43,1791.32,1050.00,1242.00
436,913.70,1794.56,1040.00,1234.00
437,913.97,1797.79,1035.00,1223.00
438,914.24,1801.02,1065.00,1232.00
439,914.50,1804.24,1040.00,1236.00
440,914.77,1807.47,1061.00,1228.00
441,915.04,1810.69,1033.00,1225.00
442,915.31,1813.91,1036.00,1190.00
443,915.58,1817.12,1051.00,1207.00
444,915.85,1820.34,1044.00,1194.00
445,916.12,1823.55,1054.00,1219.00
446,916.39,1826.76,1033.00,1213.00
447,916.66,1829.96,1034.00,1207.00
448,916.93,1833.17,1004.00,1192.00
449,917.20,1836.37,1027.00,1160.00
450,917.47,1839.57,1012.00,1185.00
451,917.74,1842.76,1017.00,1146.00
